"","datetime","comp_level_ft","temperature","conductivity"
"396",2025-05-14 06:30:00,1.84302514917989,20.65,19436.8
"397",2025-05-14 06:45:00,1.84204089721138,20.616,19391.2
"398",2025-05-14 07:00:00,1.84040047726388,20.59,19362.1
"399",2025-05-14 07:15:00,1.83876005731636,20.58,19337.9
"400",2025-05-14 07:30:00,1.84400940114838,20.595,19325.7
"401",2025-05-14 07:45:00,1.84236898120088,20.607,19326.5
"402",2025-05-14 08:00:00,1.8336684150775,20.572,19303.8
"403",2025-05-14 08:15:00,1.83990201087803,20.519,19258.2
"404",2025-05-14 08:30:00,1.84285476678354,20.46,19211.4
"405",2025-05-14 08:45:00,1.84941644657356,20.384,19139.3
"406",2025-05-14 09:00:00,1.84366863635569,20.31,19066
"407",2025-05-14 09:15:00,1.84793372821921,20.272,19022.7
"408",2025-05-14 09:30:00,1.85187073609323,20.283,19032
"409",2025-05-14 09:45:00,1.84990223215623,20.326,19068
"410",2025-05-14 10:00:00,1.84957414816672,20.388,19144.1
"411",2025-05-14 10:15:00,1.84694947625071,20.455,19205.2
"412",2025-05-14 10:30:00,1.83529615422182,20.53,19269.5
"413",2025-05-14 10:45:00,1.84694947625071,20.624,19353.2
"414",2025-05-14 11:00:00,1.84334055236619,20.747,19450.4
"415",2025-05-14 11:15:00,1.83481036863916,20.892,19599.4
"416",2025-05-14 11:30:00,1.82545363453677,21.027,19736.4
"417",2025-05-14 11:45:00,1.83481036863916,21.145,19852.3
"418",2025-05-14 12:00:00,1.82693635289113,21.268,19997.3
"419",2025-05-14 12:15:00,1.81676574921659,21.402,20116.4
"420",2025-05-14 12:30:00,1.81053215341606,21.567,20300.2
"421",2025-05-14 12:45:00,1.82021697150795,21.709,20452.2
"422",2025-05-14 13:00:00,1.81168678778091,21.871,20623.8
